Číslo;Druh/počet záznamů;Nálezů;Zastoupení (%);
21058;Sequoiadendron giganteum - sekvojovec obrovský;6;0;
21059;Tortula lingulata - kroucenec jazykovitý;6;0;
21060;Athelia nivea - kornatečka sněžná;6;0;
21061;Nomada piccioliana;6;0;
21062;Sphecodes nomioidis;6;0;
21063;Armadillidium opacum;6;0;
21064;Empetrum nigrum agg.;6;0;
21065;Microon sahlbergi;6;0;
21066;Dendroleon pantherinus - mravkolev okatý;6;0;
21067;Pezicula ocellata - vyklenutka věnčená;6;0;
21068;Eumodicogryllus bordigalensis - cvrček jižní;6;0;
21069;Dacryobolus sudans - kornatec slzící;6;0;
21070;Endothenia ustulana;6;0;
21071;Olethreutes umbrosanus - Nezařazený druh;6;0;
21072;Orthocladius rubicundus;6;0;
21073;Cionus leonhardi;6;0;
21074;Grimmia dissimulata;6;0;
21075;Clypeorhagus clypeatus;6;0;
21076;Carex praecox subsp. velenovskyi;6;0;
21077;Cotoneaster matrensis - Nezařazený druh;6;0;
21078;Eutomostethus punctatus;6;0;
21079;Ectobius sp.;6;0;
21080;Orthotylus nassatus - klopuška znamenaná;6;0;
21081;Leontodon incanus - máchelka šedá;6;0;
21082;Viola × haynaldii;6;0;
21083;Antrodiella leucoxantha - outkovečka přezkatá;6;0;
21084;Choleva agilis;6;0;
21085;Cortinarius elegantissimus - pavučinec zlatonohý;6;0;
21086;Lycoperdon atropurpureum - pýchavka hnědopurpurová;6;0;
21087;Coprinopsis urticicola;6;0;
21088;Agonopterix astrantiae;6;0;
21089;Agrimonia eupatoria agg. - Nezařazený druh;6;0;
21090;Tenthredo trabeata;6;0;
21091;Fumaria vaillantii subsp. schrammii - zemědým Vaillantův maloplodý;6;0;
21092;Loxia pytyopsittacus - křivka velká;6;0;
21093;Cadra cautella;6;0;
21094;Entoloma papillatum - závojenka bradavkatá;6;0;
21095;Spuleria flavicaput;6;0;
21096;Hygrophorus poetarum - šťavnatka básnická;6;0;
21097;Odontocolon quercinum;6;0;
21098;Fannia armata;6;0;
21099;Helina quadrum;6;0;
21100;Diplonevra concinna;6;0;
21101;Chionea lutescens;6;0;
21102;Mycetobia obscura;6;0;
21103;Ceriana conopsoides;6;0;
21104;Bolbitius variicolor - slzečník měnlivý;6;0;
21105;Dolichopus picipes;6;0;
21106;Tricholoma atrosquamosum - čirůvka černošupinná;6;0;
21107;Psallus perrisi - klopuška Perrisova;6;0;
21108;Ophiomyia vimmeri;6;0;
21109;Oulema septentrionis;6;0;
21110;Parajungiella consors;6;0;
21111;Euastrum luetkemuelleri var. carniolicum;6;0;
21112;Cosmarium moniliforme var. panduriforme;6;0;
21113;Tipula fascipennis;6;0;
21114;Phytomyza chaerophylli;6;0;
21115;Hydraena belgica;6;0;
21116;Atheta vaga;6;0;
21117;Lemna minuta - okřehek nejmenší;6;0;
21118;Pelecocera latifrons;6;0;
21119;Proteinus ovalis;6;0;
21120;Cosmarium brebissonii;6;0;
21121;Actinotaenium curtum;6;0;
21122;Closterium calosporum var. brasiliense;6;0;
21123;Anthonomus chevrolati;6;0;
21124;Coleophora absinthii;6;0;
21125;Ochlerotatus annulipes;6;0;
21126;Belomicrus italicus - srdčík temný;6;0;
21127;Coleophora spiraeella;6;0;
21128;Rosa arvensis - růže rolní;6;0;
21129;Lorocera pilicornis - Nezařazený druh;6;0;
21130;Hoplia praticola;6;0;
21131;Coniochaeta subcorticalis;6;0;
21132;Hylaeus leptocephalus;6;0;
21133;Hypholoma ericaeoides;6;0;
21134;Oryzaephilus surinamensis;6;0;
21135;Torymus bedeguaris;6;0;
21136;Chromatomyia horticola;6;0;
21137;Sesleria sp.;6;0;
21138;Lobothallia recedens;6;0;
21139;Hieracium laurinum - jestřábník křovinný;6;0;
21140;Persicaria × hybrida;6;0;
21141;Leptopeza borealis;6;0;
21142;Geodromicus nigrita;6;0;
21143;Damaeolus asperatus - drobnožík kudrnatý;6;0;
21144;Primula × media;6;0;
21145;Eupteryx vittata;6;0;
21146;Buchwaldoboletus lignicola - hřib dřevožiný;6;0;
21147;Zygina angusta;6;0;
21148;Macropsis fuscula;6;0;
21149;Cyphea curtula;6;0;
21150;Hesperis sp.;6;0;
21151;Taraxacum ancoriferum - pampeliška kotvičkatá;6;0;
21152;Pardosa maisa - slíďák slaništní;6;0;
21153;Rhabdoweisia crenulata - pruhovka vroubkovaná;6;0;
21154;Isohypsibius prosostomus;6;0;
21155;Inocybe curvipes - vláknice křivonohá;6;0;
21156;Dolerus brevicornis;6;0;
21157;Taxonus alboscutellatus;6;0;
21158;Spatiodamaeus fageti - pavoučík bukový;6;0;
21159;Cirsium × hemipterum;6;0;
21160;Lepiota perplexa - bedla podobná;6;0;
21161;Tortula hoppeana - kroucenec širolistý;6;0;
21162;Eupithecia ericeata;6;0;
21163;Gratiola sp.;6;0;
21164;Inocybe squarrosa - vláknice kostrbatá;6;0;
21165;Cortinarius raphanoides;6;0;
21166;Micrasema minimum;6;0;
21167;Lecanora agardhiana;6;0;
21168;Empoasca decipiens;6;0;
21169;Entoloma hebes - závojenka tupá;6;0;
21170;Phaonia mystica;6;0;
21171;Glabellula arctica;6;0;
21172;Austrolimnophila ochracea;6;0;
21173;Americina vittata;6;0;
21174;Grzegorzekia collaris;6;0;
21175;Cheilotrichia cinerascens;6;0;
21176;Phytomyza socia;6;0;
21177;Carabus violaceus purpurascens;6;0;
21178;Boletinus cavipes f. aureus - hřib dutonohý zlatožlutý;6;0;
21179;Tortula mucronifolia - kroucenec hrotitý;6;0;
21180;Hylastes angustatus;6;0;
21181;Oldenbergiella calcarifera;6;0;
21182;Forcipomyia alacris;6;0;
21183;Eustalomyia festiva;6;0;
21184;Lauxania minor;6;0;
21185;Metopomyza xanthaspioides;6;0;
21186;Ctenophora flaveolata;6;0;
21187;Rhopalosiphoninus sp.;6;0;
21188;Cladonia asahinae;6;0;
21189;Lasiobolus macrotrichus;6;0;
21190;Perenniporia meridionalis;6;0;
21191;Bombylius posticus;6;0;
21192;Leptoiulus montivagus - špičanka horská;6;0;
21193;Bison bonasus - zubr;6;0;
21194;Incurvaria vetulella;6;0;
21195;Laemostenus terricola terricola;6;0;
21196;Sclerophora amabilis;6;0;
21197;Lasiobolus intermedius;6;0;
21198;Anotylus nitidulus;6;0;
21199;Dactylorhiza incarnata subsp. serotina - prstnatec pleťový pozdní;6;0;
21200;Paracladopelma laminatum;6;0;
21201;Nemania serpens var. colliculosa;6;0;
21202;Dorcatoma androgyna;6;0;
21203;Karschia lignyota;6;0;
21204;Filinia limnetica;6;0;
21205;Dryopteris cambrensis - kapraď plevinatá;6;0;
21206;Lopadostoma fagi;6;0;
21207;Fragilaria sp. - Nezařazený druh;6;0;
21208;Orchesia fusiformis;6;0;
21209;Salvia hispanica - šalvěj hispánská;6;0;
21210;Agonum gisellae;6;0;
21211;Amauronematus lateralis;6;0;
21212;Tetrax tetrax - drop malý;6;0;
21213;Phylloscopus collybita tristis;6;0;
21214;Mycetophila ornata;6;0;
21215;Perineura rubi;6;0;
21216;Tenthredo maculata;6;0;
21217;Strongylogaster macula;6;0;
21218;Tenthredo mandibularis;6;0;
21219;Schistostege decussata - šedokřídlec jižní;6;0;
21220;Pristiphora nigella;6;0;
21221;Phyllonorycter connexella;6;0;
21222;Chenopodium × pseudostriatum;6;0;
21223;Aphodius alpinus;6;0;
21224;Pachythelia villosella;6;0;
21225;Mutinus ravenelii - psivka Ravenelova;6;0;
21226;Orobanche teucrii - záraza ožanková;6;0;
21227;Pertusaria aspergilla;6;0;
21228;Cortinarius sertipes - pavučinec ověnčený;6;0;
21229;Philonthus intermedius;6;0;
21230;Caenis luctuosa;6;0;
21231;Pelochrista modicana - Nezařazený druh;6;0;
21232;Eunotia lunaris - Nezařazený druh;6;0;
21233;Agonopterix yeatiana;6;0;
21234;Mochlonyx velutinus;6;0;
21235;Oxypoda spectabilis;6;0;
21236;Hieracium nigrescens - jestřábník černavý;6;0;
21237;Brachida exigua;6;0;
21238;Disciseda candida - žaludice bělostná;6;0;
21239;Hydrophilus sp.;6;0;
21240;Entoloma aprile - závojenka dubnová;6;0;
21241;Dichaeta caudata;6;0;
21242;Cylindromyia brassicaria;6;0;
21243;Notonecta glauca glauca;6;0;
21244;Hebecnema vespertina;6;0;
21245;Brachyopa bicolor;6;0;
21246;Neuroterus quercusbaccarum;6;0;
21247;Leiomyza laevigata;6;0;
21248;Bombylius fimbriatus;6;0;
21249;Tipula pseudovariipennis;6;0;
21250;Stenus fornicatus;6;0;
21251;Inocybe obscura - vláknice fialová;6;0;
21252;Quedius longicornis;6;0;
21253;Mycetaulus bipunctatus;6;0;
21254;Tachina grossa;6;0;
21255;Bacidia laurocerasi;6;0;
21256;Lonchoptera bifurcata;6;0;
21257;Inula × hybrida;6;0;
21258;Lamiogethes atramentarius;6;0;
21259;Aelia rostrata - kněžice nosatá;6;0;
21260;Dolerus gilvipes;6;0;
21261;Cosmarium perforatum;6;0;
21262;Cosmarium pseudoornatum;6;0;
21263;Staurodesmus lanceolatus var. compressus;6;0;
21264;Cosmarium speciosum var. simplex;6;0;
21265;Lactarius semisanguifluus - ryzec polokrvomléčný;6;0;
21266;Syntormon pumilum;6;0;
21267;Gomphus sp.;6;0;
21268;Hylurgops glabratus;6;0;
21269;Mycetoporus brucki;6;0;
21270;Eoferreola rhombica - hrabalka stepníková;6;0;
21271;Cochylimorpha elongana;6;0;
21272;Crataraea suturalis;6;0;
21273;Metopia grandii;6;0;
21274;Agonopterix petasitis;6;0;
21275;Hierochloë sp.;6;0;
21276;Hemimycena crispula - helmovka kadeřavá;6;0;
21277;Ophiomyia labiatarum;6;0;
21278;Clavaria fumosa - kyjanka zakouřená;6;0;
21279;Sarcophaga albiceps;6;0;
21280;Catoplatus fabricii;6;0;
21281;Bryum mildeanum - prutník Mildeův;6;0;
21282;Machilis helleri;6;0;
21283;Scutellinia kerguelensis - kosmatka kerguelská;6;0;
21284;Amaranthus graecizans - laskavec úzkolistý;6;0;
21285;Haplozetes vindobonensis vindobonensis;6;0;
21286;Empria immersa;6;0;
21287;Leistus montanus corconticus;6;0;
21288;Eristalis jugorum;6;0;
21289;Neoascia obliqua;6;0;
21290;Sphagnum molle - rašeliník měkký;6;0;
21291;Alebra albostriella;6;0;
21292;Populicerus populi;6;0;
21293;Nephrotoma analis;6;0;
21294;Argyra leucocephalla;6;0;
21295;Carychium sp.;6;0;
21296;Psathyrella panaeoloides - křehutka kropenatcová;6;0;
21297;Psoroglaena stigonemoides;6;0;
21298;Cheiracanthium elegans - zápřednice ozdobná;6;0;
21299;Monomorphina aenigmatica;6;0;
21300;Vinca sp.;6;0;
21301;Trhypochthonius cladonicola - splošík lišejníkový;6;0;
21302;Platypalpus ecalceatus;6;0;
21303;Caenobelba montana - pavonoženka podhorská;6;0;
21304;Lyctus brunneus;6;0;
21305;Cladonia crispata;6;0;
21306;Arthonia calcarea;6;0;
21307;Potentilla × suberecta;6;0;
21308;Acrotrichis insularis;6;0;
21309;Gymnostomum viridulum - holoret zelený;6;0;
21310;Toxoneura trimacula;6;0;
21311;Tremella hypogymniae;6;0;
21312;Licnobelba alestensis - stepinožka drobná;6;0;
21313;Prunus sect. Cerasus;6;0;
21314;Salix alba × S. viminalis;6;0;
21315;Depressaria bupleurella;6;0;
21316;Dipogon bifasciatus;6;0;
21317;Onyxacalles croaticus;6;0;
21318;Phaeophyscia hirsuta;6;0;
21319;Aspicilia intermutans;6;0;
21320;Forcipomyia monilicornis;6;0;
21321;Phyllomyza formicae;6;0;
21322;Neurigona erichsoni;6;0;
21323;Agromyza nigrescens;6;0;
21324;Orbellia myiopiformis;6;0;
21325;Linnaemya picta;6;0;
21326;Chaetopleurophora bohemani;6;0;
21327;Delia penicillaris;6;0;
21328;Sciophila nonnisilva;6;0;
21329;Monoctonia vesicarii;6;0;
21330;Macrosiphum albifrons;6;0;
21331;Diaeretellus ephippium;6;0;
21332;Amelanchier alnifolia - muchovník olšolistý;6;0;
21333;Piloderma fallax - kornatečka šafránová;6;0;
21334;Metopia staegerii;6;0;
21335;Menephilus cylindricus;6;0;
21336;Eriochloa villosa - chlupatka srstnatá;6;0;
21337;Hygrocybe virginea var. fuscescens - voskovka nahnědlá;6;0;
21338;Avenula candicans - Nezařazený druh;6;0;
21339;Bagous brevis;6;0;
21340;Sarea resinae;6;0;
21341;Sciocoris umbrinus - kněžice stinná;6;0;
21342;Ptenidium turgidum;6;0;
21343;Danthonia sp.;6;0;
21344;Eunotia curvata - Nezařazený druh;6;0;
21345;Pamphilius sylvaticus;6;0;
21346;Entoloma exile - závojenka sivonohá;6;0;
21347;Aphanochaete repens;6;0;
21348;Cantharis pulicaria;6;0;
21349;Scopolia carniolica - pablen kraňský;6;0;
21350;Phylidorea ferruginea;6;0;
21351;Psallus albicinctus;6;0;
21352;Scopula nemoraria - vlnopásník lužní;6;0;
21353;Eunotia meisteri;6;0;
21354;Xanthogaleruca luteola;6;0;
21355;Lepthyphantes sp.;6;0;
21356;Ectemnius sexcinctus - kutík páskovaný;6;0;
21357;Oxybelus victor;6;0;
21358;Monophadnoides rubi;6;0;
21359;Ptocheuusa abnormella;6;0;
21360;Clitocybe vermicularis - strmělka kořínkatá;6;0;
21361;Pleurotus cornucopiae - hlíva miskovitá;6;0;
21362;Beris clavipes;6;0;
21363;Sparganium erectum subsp. microcarpum - zevar vzpřímený drobnoplodý;6;0;
21364;Scymnus interruptus;6;0;
21365;Trichosirocalus thalhammeri;6;0;
21366;Nitzschia paleacea;6;0;
21367;Clavulinopsis luteoalba - kyjovečka žlutobílá;6;0;
21368;Chamaecytisus triflorus - Nezařazený druh;6;0;
21369;Aulophorus furcatus;6;0;
21370;Nosopsyllus fasciatus;6;0;
21371;Oestromyia leporina;6;0;
21372;Beris vallata;6;0;
21373;Quedius nemoralis;6;0;
21374;Sarcophaga proxima;6;0;
21375;Phytomyza salviae;6;0;
21376;Sphegina verecunda;6;0;
21377;Hyadina guttata;6;0;
21378;Xerogethes discoideus;6;0;
21379;Phyllotreta sp.;6;0;
21380;Admontia maculisquama;6;0;
21381;Bacidia arceutina;6;0;
21382;Platycheirus fulviventris;6;0;
21383;Chaoborus sp.;6;0;
21384;Pilophorus clavatus - klopuška tmavá;6;0;
21385;Pillosella aurantiaca - Nezařazený druh;6;0;
21386;Nephrotoma appendiculata;6;0;
21387;Semudobia betulae;6;0;
21388;Pseudolimnophila lucorum;6;0;
21389;Berdeniella manicata;6;0;
21390;Pleurotaenium excelsum var. borgei;6;0;
21391;Euastrum germanicum;6;0;
21392;Staurastrum spongiosum var. perbifidum;6;0;
21393;Staurastrum muticum;6;0;
21394;Desmidium grevillei;6;0;
21395;Xanthidium cristatum;6;0;
21396;Rubus caflischii - ostružiník Caflischův;6;0;
21397;Berytinus signoreti - štíhlenka štírovníková;6;0;
21398;Oxytelus piceus;6;0;
21399;Amara strandi;6;0;
21400;Marasmiellus carneopallidus - špička stepní;6;0;
21401;Chaetophora spinosa;6;0;
21402;Limnophila sp.;6;0;
21403;Dilta hibernica;6;0;
21404;Euryopis saukea - snovačka kroužkonohá;6;0;
21405;Stropharia hornemannii - límcovka očesaná;6;0;
21406;Cortinarius lucorum - pavučinec hájový;6;0;
21407;Agromyza anthracina;6;0;
21408;Pyrgus sertorius - Nezařazený druh;6;0;
21409;Ampedus triangulum;6;0;
21410;Oporinia chrystyi - Nezařazený druh;6;0;
21411;Durella atrocyanea;6;0;
21412;Ectemnius lituratus - kutík zdobený;6;0;
21413;Troilus luridus - kněžice zrnitá;6;0;
21414;Aspicilia aquatica;6;0;
21415;Coboldia fuscipes;6;0;
21416;Lasioglossum nigripes - ploskočelka tmavonohá;6;0;
21417;Mycena romagnesiana - helmovka Romagnesiho;6;0;
21418;Lecidea sp.;6;0;
21419;Jugatala angulata - mechovec hranatý;6;0;
21420;Crucigenia fenestrata;6;0;
21421;Ebaeus praeoccupatus;6;0;
21422;Cynoglossum sp.;6;0;
21423;Xiphydria camelus;6;0;
21424;Sehirus luctuosus;6;0;
21425;Hylaeus punctatus;6;0;
21426;Chamaepsylla hartigii;6;0;
21427;Arocephalus longiceps;6;0;
21428;Tetraplodon mnioides - souzubka měříkovitá;6;0;
21429;Allodia ornaticollis;6;0;
21430;Sterna sp. - rybák - neurčený druh;6;0;
21431;Tachinus humeralis;6;0;
21432;Atheta hygrotopora;6;0;
21433;Taraxacum sect. Dioszegia - pampeliška sekce Dioszegia;6;0;
21434;Lonicera nitida - zimolez lesklý;6;0;
21435;Hieracium platyphyllum - jestřábník plocholistý;6;0;
21436;Euglena mutabilis var. mainxii;6;0;
21437;Rhyacionia piniana;6;0;
21438;Ribautodelphax imitans;6;0;
21439;Boletus luridiformis var. discolor - hřib kovář odbarvený;6;0;
21440;Lyophyllum boudieri - penízovka Boudierova;6;0;
21441;Psychomora mycophila;6;0;
21442;Mycena mucor;6;0;
21443;Phormia regina;6;0;
21444;Agaricus lutosus;6;0;
21445;Antrodia macra - outkovka vrbová;6;0;
21446;Collema coccophorum;6;0;
21447;Cleopomiarus micros;6;0;
21448;Atelestus pulicarius;6;0;
21449;Pseudonapomyza strobliana;6;0;
21450;Parydra quadripunctata;6;0;
21451;Eudorylas fascipes;6;0;
21452;Thereva plebeja;6;0;
21453;Coelosia flava;6;0;
21454;Geomyza breviseta;6;0;
21455;Medetera dendrobaena;6;0;
21456;Stevenia atramentaria;6;0;
21457;Ramariopsis kunzei - kuřinec Kunzeův;6;0;
21458;Thelaxes dryophila;6;0;
21459;Pyrethrum macrophyllum - řimbaba velkolistá;6;0;
21460;Chroococcus turgidus;6;0;
21461;Gloeocapsopsis pleurocapsoides;6;0;
21462;Leucogyrophana sororia;6;0;
21463;Pelochrista huebneriana;6;0;
21464;Crocus napolitanus - šafrán neapolský;6;0;
21465;Navicula menisculus;6;0;
21466;Mytilina bisulcata;6;0;
21467;Ceropales maculata;6;0;
21468;Cryptocyclops bicolor;6;0;
21469;Eunotia incisa;6;0;
21470;Lecanora cadubriae;6;0;
21471;Atractides spinipes;6;0;
21472;Empria pumila;6;0;
21473;Hygrophorus unicolor - šťavnatka narudlá;6;0;
21474;Capperia fusca;6;0;
21475;Macrophya albipuncta;6;0;
21476;Anthocoris minki - hladěnka Minkova;6;0;
21477;Erynia conica - Nezařazený druh;6;0;
21478;Perizoma minorata;6;0;
21479;Digitaria sanguinalis subsp. pectiniforme - Nezařazený druh;6;0;
21480;Wesmaelius nervosus;6;0;
21481;Mythimna unipuncta;6;0;
21482;Amaranthus graecizans subsp. sylvestris - laskavec úzkolistý planý;6;0;
21483;Neidium dubium;6;0;
21484;Sapromyza basalis;6;0;
21485;Phylloporia bistrigella;6;0;
21486;Nemoura dubitans;6;0;
21487;Koliella longiseta;6;0;
21488;Chaetocnema compressa;6;0;
21489;Gloeocystis vesiculosa;6;0;
21490;Cryptochironomus defectus;6;0;
21491;Leiodes brunnea;6;0;
21492;Catillaria sp.;6;0;
21493;Taraxacum disseminatum - pampeliška osténkatá;6;0;
21494;Dipoena nigroreticulata - snovačka černoskvrnná;6;0;
21495;Microdipoena jobi - mysmena Jobova;6;0;
21496;Gyrophaena nana;6;0;
21497;Cryphia receptricula;6;0;
21498;Thes bergrothi;6;0;
21499;Scymnus sp.;6;0;
21500;Crossocerus leucostomus;6;0;
21501;Cortinarius anserinus;6;0;
21502;Ceriporiopsis balaenae - pórnatka jemná;6;0;
21503;Agrypnia varia;6;0;
21504;Chaetogaster diaphanus;6;0;
21505;Mycena alba;6;0;
21506;Hebeloma anthracophilum;6;0;
21507;Klebsormidium cf. flaccidum - Nezařazený druh;6;0;
21508;Tytthus pygmaeus;6;0;
21509;Inocybe calospora - vláknce lepovýtrusá;6;0;
21510;Empria longicornis;6;0;
21511;Panaeolus semiovatus;6;0;
21512;Ancistronycha erichsoni;6;0;
21513;Clitocybe ericetorum - strmělka pastvinná;6;0;
21514;Eusphalerum alpinum;6;0;
21515;Ophion luteus;6;0;
21516;Coleophora glitzella;6;0;
21517;Malus baccata - jabloň drobnoplodá;6;0;
21518;Dichrorampha agilana;6;0;
21519;Poa crassipes - lipnice tlustonohá;6;0;
21520;Spilogona denigrata;6;0;
21521;Atheta cinnamoptera;6;0;
21522;Atheta fungicola;6;0;
21523;Sciapus longulus;6;0;
21524;Batrachospermum moniliforme;6;0;
21525;Sitotroga cerealella;6;0;
21526;Myrmica deplanata;6;0;
21527;Didea intermedia;6;0;
21528;Euodynerus quadrifasciatus;6;0;
21529;Phaonia palpata;6;0;
21530;Eccoptomera filata;6;0;
21531;Pterostichus jurinei - Nezařazený druh;6;0;
21532;Otiorhynchus crataegi;6;0;
21533;Cosmarium cataractarum;6;0;
21534;Closterium exile;6;0;
21535;Phyllotreta ganglbaueri;6;0;
21536;Orthotomicus suturalis - lýkožrout úzký;6;0;
21537;Ceutorhynchus sophiae;6;0;
21538;Chironomus sp.;6;0;
21539;Vaccinium sp.;6;0;
21540;Dlochrysa fastuosa - Nezařazený druh;6;0;
21541;Deraeocoris olivaceus;6;0;
21542;Phyllonorycter delitella;6;0;
21543;Rubus epipsilos - ostružiník pošumavský;6;0;
21544;Paeonia lactiflora - pivoňka čínská;6;0;
21545;Lepidium sativum - řeřicha setá;6;0;
21546;Nomada nobilis - nomáda skvostná;6;0;
21547;Philonthus puella;6;0;
21548;Xyletinus sp.;6;0;
21549;Caryocolum blandulella;6;0;
21550;Paramacronychia flavipalpis;6;0;
21551;Jovibarba sp.;6;0;
21552;Hieracium acrothyrsum - chlupáček černozelený;6;0;
21553;Platypalpus smirnovi;6;0;
21554;Hilara nigrina;6;0;
21555;Oocystis lacustris;6;0;
21556;Graptopeltus lynceus;6;0;
21557;Mycomya winnertzi;6;0;
21558;Smicrus filicornis;6;0;
21559;Lepidium virginicum - řeřicha virginská;6;0;
21560;Amphisbatis incongruella;6;0;
21561;Acalypta parvula;6;0;
21562;Lupinus angustifolius - lupina úzkolistá;6;0;
21563;Pergalumna willmanni - křídlanka luční;6;0;
21564;Poa × figertii;6;0;
21565;Quedius invreae;6;0;
21566;Spodoptera exigua;6;0;
21567;Psen unicolor;6;0;
21568;Craspedolepta flavipennis;6;0;
21569;Fagocyba cruenta;6;0;
21570;Tinodes waeneri;6;0;
21571;Promormia eatoni;6;0;
21572;Bruchidius pusillus;6;0;
21573;Oxybelus haemorrhoidalis;6;0;
21574;Hosta plantaginea - bohyška jitrocelová;6;0;
21575;Doratura homophyla;6;0;
21576;Porrhomma cambridgei - plachetnatka Cambridgeova;6;0;
21577;Formica foreli - mravenec Forelův;6;0;
21578;Hypsibius pallidus;6;0;
21579;Haliplus furcatus;6;0;
21580;Reptalus cuspidatus - žilnatka stepní;6;0;
21581;Amarochara forticornis;6;0;
21582;Trachelomonas verrucosa var. verrucosa;6;0;
21583;Sorbus × pinnatifida;6;0;
21584;Liochthonius leptaleus - kratěnka ozbrojená;6;0;
21585;Psen crassipes;6;0;
21586;Metallus albipes;6;0;
21587;Achillea millefolium × A. pratensis;6;0;
21588;Epipactis leptochila subsp. leptochila - kruštík ostrokvětý pravý;6;0;
21589;Chrysoesthia verrucosa;6;0;
21590;Propappus volki;6;0;
21591;Dipogon vechti;6;0;
21592;Xylostiba bosnica;6;0;
21593;Tournotaris bimaculata;6;0;
21594;Meridion circulare var. constrictum;6;0;
21595;Cnephasia oxyacanthana;6;0;
21596;Polychidium muscicola;6;0;
21597;Fannia ornata;6;0;
21598;Pyratula perpusilla;6;0;
21599;Bessa selecta;6;0;
21600;Forcipomyia kaltenbachii;6;0;
21601;Rhamphomyia claripennis;6;0;
21602;Therioplectes gigas;6;0;
21603;Tricimba sulcella;6;0;
21604;Dolichopus latilimbatus;6;0;
21605;Pauesia infulata;6;0;
21606;Pauesia abietis;6;0;
21607;Microbisium suecicum;6;0;
21608;Ajuga genevensis × Ajuga pyramidalis;6;0;
21609;Colletes graeffei - hedvábnice zubatá;6;0;
